web-scraper-order,web-scraper-start-url,containers_links,containers_links-href,type,prix,adresse,image_lien -src
"1752811732-2996","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5313321","Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811735-2997","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5313316","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811738-2998","https://sn.coinafrique.com/categorie/vetements-homme?page=2","40 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-5360278","Vêtements Homme","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360278_uploaded_image1_1749046194.jpg"
"1752811742-2999","https://sn.coinafrique.com/categorie/vetements-homme?page=2","7 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/jean-homme-5314908","Vêtements Homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5330130_uploaded_image1_1747337463.jpg"
"1752811745-3000","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5314912","Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811749-3001","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5314904","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811752-3002","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5314919","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811756-3003","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5314920","Vêtements Homme","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1752811759-3004","https://sn.coinafrique.com/categorie/vetements-homme?page=2","25 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5346211","Vêtements Homme","25 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346211_uploaded_image1_1748266571.jpg"
"1752811762-3005","https://sn.coinafrique.com/categorie/vetements-homme?page=2","25 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5346271","Vêtements Homme","25 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5346271_uploaded_image1_1748268399.jpg"
"1752811765-3006","https://sn.coinafrique.com/categorie/vetements-homme?page=2","15 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5318670","Vêtements Homme","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811768-3007","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5318674","Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811771-3008","https://sn.coinafrique.com/categorie/vetements-homme?page=2","7 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/kaki-5320629","Vêtements Homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422160_uploaded_image1_1752480748.jpg"
"1752811774-3009","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5320652","Vêtements Homme","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329860_uploaded_image1_1747329043.jpg"
"1752811778-3010","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5320644","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811781-3011","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5364974","Vêtements Homme","5 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3650018_uploaded_image1_1649757791.jpg"
"1752811784-3012","https://sn.coinafrique.com/categorie/vetements-homme?page=2","9 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5364994","Vêtements Homme","9 500 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5364994_uploaded_image1_1749376854.jpg"
"1752811788-3013","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334139","Vêtements Homme","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1752811791-3014","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334137","Vêtements Homme","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1752811794-3015","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334143","Vêtements Homme","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1752811797-3016","https://sn.coinafrique.com/categorie/vetements-homme?page=2","10 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/tableau-art-5321522","Vêtements Homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5321522_uploaded_image1_1746889876.jpg"
"1752811800-3017","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/bassin-riche-5334146","Vêtements Homme","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334146_uploaded_image1_1747583668.jpg"
"1752811803-3018","https://sn.coinafrique.com/categorie/vetements-homme?page=2","Prix sur demande","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-5358863","Vêtements Homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2805637_uploaded_image1_1606995436.jpg"
"1752811806-3019","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5358869","Vêtements Homme","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360742_uploaded_image1_1749062707.jpg"
"1752811810-3020","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5335705","Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811813-3021","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-5335709","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326067_uploaded_image1_1747152167.jpg"
"1752811816-3022","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/chemise-coton-5335724","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5335724_uploaded_image1_1747671672.jpg"
"1752811819-3023","https://sn.coinafrique.com/categorie/vetements-homme?page=2","7 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/cargo-5335721","Vêtements Homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5335721_uploaded_image1_1747671590.jpg"
"1752811822-3024","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-5326067","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326067_uploaded_image1_1747152167.jpg"
"1752811825-3025","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5326083","Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811828-3026","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5326080","Vêtements Homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329860_uploaded_image1_1747329043.jpg"
"1752811831-3027","https://sn.coinafrique.com/categorie/vetements-homme?page=2","12 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/getzner-super-anium-gold-original-5326094","Vêtements Homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5326094_uploaded_image1_1747153147.jpg"
"1752811834-3028","https://sn.coinafrique.com/categorie/vetements-homme?page=2","Prix sur demande","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5348287","Vêtements Homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5351562_uploaded_image1_1748560606.jpg"
"1752811837-3029","https://sn.coinafrique.com/categorie/vetements-homme?page=2","16 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5348285","Vêtements Homme","16 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5351562_uploaded_image1_1748560606.jpg"
"1752811840-3030","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5348292","Vêtements Homme","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360742_uploaded_image1_1749062707.jpg"
"1752811843-3031","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5344833","Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811846-3032","https://sn.coinafrique.com/categorie/vetements-homme?page=2","Prix sur demande","https://sn.coinafrique.com/annonce/vetements-homme/vetement-enfants-5344831","Vêtements Homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344831_uploaded_image1_1748193541.jpg"
"1752811850-3033","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5344841","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811853-3034","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5344842","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811856-3035","https://sn.coinafrique.com/categorie/vetements-homme?page=2","7 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/kaki-homme-5344854","Vêtements Homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344854_uploaded_image1_1748194219.jpg"
"1752811860-3036","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5352588","Vêtements Homme","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5351562_uploaded_image1_1748560606.jpg"
"1752811863-3037","https://sn.coinafrique.com/categorie/vetements-homme?page=2","7 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/jogging-5352592","Vêtements Homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5352592_uploaded_image1_1748628052.jpg"
"1752811866-3038","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5339051","Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811870-3039","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5339045","Vêtements Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339045_uploaded_image1_1747847625.jpg"
"1752811873-3040","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-coton-5339058","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811876-3041","https://sn.coinafrique.com/categorie/vetements-homme?page=2","7 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-5339069","Vêtements Homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422160_uploaded_image1_1752480748.jpg"
"1752811879-3042","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5352610","Vêtements Homme","6 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5352610_uploaded_image1_1748628604.jpg"
"1752811882-3043","https://sn.coinafrique.com/categorie/vetements-homme?page=2","13 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5352605","Vêtements Homme","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5380938_uploaded_image1_1750267359.jpg"
"1752811886-3044","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-5339063","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811889-3045","https://sn.coinafrique.com/categorie/vetements-homme?page=2","9 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/jeans-5352603","Vêtements Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5387071_uploaded_image1_1750620076.jpg"
"1752811892-3046","https://sn.coinafrique.com/categorie/vetements-homme?page=2","12 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/getzner-super-manium-gold-original-5329829","Vêtements Homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329829_uploaded_image1_1747328462.jpg"
"1752811895-3047","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5339081","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5339081_uploaded_image1_1747848546.jpg"
"1752811898-3048","https://sn.coinafrique.com/categorie/vetements-homme?page=2","6 500CFA","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5329857","Vêtements Homme","6 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg"
"1752811901-3049","https://sn.coinafrique.com/categorie/vetements-homme?page=2","5 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5329860","Vêtements Homme","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5329860_uploaded_image1_1747329043.jpg"
"1752811904-3050","https://sn.coinafrique.com/categorie/vetements-homme?page=2","10 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/babouche-hommes-5348408","Vêtements Homme","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5348408_uploaded_image1_1748372963.jpg"
"1752811908-3051","https://sn.coinafrique.com/categorie/vetements-homme?page=2","7 000CFA","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5348424","Vêtements Homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5386899_uploaded_image1_1750612630.jpg"
